name,display_name,display_name_long,code,city,country,code,region
"Liverpool John Lennon","Liverpool John Lennon (LPL)","Liverpool, Reino Unido, Liverpool John Lennon (LPL)","LPL","Liverpool","Reino Unido","LPL",""
"Livingstone","Livingstone (LVI)","Livingstone, Zambia, Livingstone (LVI)","LVI","Livingstone","Zambia","LVI",""
"LjubljanaBrnik","LjubljanaBrnik (LJU)","Ljubljana, Eslovenia, LjubljanaBrnik (LJU)","LJU","Ljubljana","Eslovenia","LJU",""
"Lomé-Tokoin","Lomé-Tokoin (LFW)","Lomé, Togo, Lomé-Tokoin (LFW)","LFW","Lomé","Togo","LFW",""
"London Municipal","London Municipal (YXU)","London, Canadá, London Municipal (YXU)","YXU","London","Canadá","YXU",""
"Gatwick","Gatwick (LGW)","Londres, Inglaterra, Gatwick (LGW)","LGW","Londres","Inglaterra","LGW",""
"Heathrow","Heathrow (LHR)","Londres, Inglaterra, Heathrow (LHR)","LHR","Londres","Inglaterra","LHR",""
"London City","London City (LCY)","Londres, Inglaterra, London City (LCY)","LCY","Londres","Inglaterra","LCY",""
"STANSTED","STANSTED (STN)","Londres, Inglaterra, STANSTED (STN)","STN","Londres","Inglaterra","STN","Londres"
"Todos os Aeropuertos","Todos os Aeropuertos (LON)","Londres, Inglaterra, Todos os Aeropuertos (LON)","LON","Londres","Inglaterra","LON",""
"Governador José Richa","Governador José Richa (LDB)","Londrina, Brasil, Governador José Richa (LDB)","LDB","Londrina","Brasil","LDB","Paraná"
"Long Beach","Long Beach (LGB)","Long Beach, Estados Unidos, Long Beach (LGB)","LGB","Long Beach","Estados Unidos","LGB",""
"Lorient South Brittany","Lorient South Brittany (LRT)","Lorient, Francia, Lorient South Brittany (LRT)","LRT","Lorient","Francia","LRT",""
"Los Angeles","Los Angeles (LAX)","Los Ángeles, Estados Unidos, Los Angeles (LAX)","LAX","Los Ángeles","Estados Unidos","LAX",""
"Federal del Valle del Fuerte","Federal del Valle del Fuerte (LMM)","Los Mochis, México, Federal del Valle del Fuerte (LMM)","LMM","Los Mochis","México","LMM",""
"Louisville","Louisville (SDF)","Louisville, Estados Unidos, Louisville (SDF)","SDF","Louisville","Estados Unidos","SDF",""
"Tarbes-Lourdes-Pyrénées","Tarbes-Lourdes-Pyrénées (LDE)","Lourdes, Francia, Tarbes-Lourdes-Pyrénées (LDE)","LDE","Lourdes","Francia","LDE",""
"Quatro de Fevereiro","Quatro de Fevereiro (LAD)","Luanda, Angola, Quatro de Fevereiro (LAD)","LAD","Luanda","Angola","LAD",""
"Lubango","Lubango (SDD)","Lubango,  Angola, Lubango (SDD)","SDD","Lubango"," Angola","SDD",""
"Lubbock Preston Smith","Lubbock Preston Smith (LBB)","Lubbock, Estados Unidos, Lubbock Preston Smith (LBB)","LBB","Lubbock","Estados Unidos","LBB",""
"Lubumbashi","Lubumbashi (FBM)","Lubumbashi, República Democrática del Congo, Lubumbashi (FBM)","FBM","Lubumbashi","República Democrática del Congo","FBM",""
"Lucas do Rio Verde","Lucas do Rio Verde (LVR)","Lucas do Rio Verde, Brasil, Lucas do Rio Verde (LVR)","LVR","Lucas do Rio Verde","Brasil","LVR","Mato Grosso"
"Luena","Luena (LUO)","Luena,  Angola, Luena (LUO)","LUO","Luena"," Angola","LUO",""
"Kenneth Kaunda","Kenneth Kaunda (LUN)","Lusaka, Zambia, Kenneth Kaunda (LUN)","LUN","Lusaka","Zambia","LUN",""
"Luxembourg Findel","Luxembourg Findel (LUX)","Luxemburgo, Luxemburgo, Luxembourg Findel (LUX)","LUX","Luxemburgo","Luxemburgo","LUX",""
"Luxor","Luxor (LXR)","Luxor, Egipto, Luxor (LXR)","LXR","Luxor","Egipto","LXR",""
"Lviv Intl","Lviv Intl (LWO)","Lviv, Ukraine, Lviv Intl (LWO)","LWO","Lviv","Ukraine","LWO",""
"Lynchburg Regional/Preston Glenn Field","Lynchburg Regional/Preston Glenn Field (LYH)","Lynchburg, Estados Unidos, Lynchburg Regional/Preston Glenn Field (LYH)","LYH","Lynchburg","Estados Unidos","LYH",""
"Lyon-Saint Exupéry","Lyon-Saint Exupéry (LYS)","Lyon, Francia, Lyon-Saint Exupéry (LYS)","LYS","Lyon","Francia","LYS",""
"MaastrichtAachen","MaastrichtAachen (MST)","Maastricht, Holanda, MaastrichtAachen (MST)","MST","Maastricht","Holanda","MST",""
"Macaé","Macaé (MEA)","Macae, Brasil, Macaé (MEA)","MEA","Macae","Brasil","MEA","San Pablo"
"Alberto Alcolumbre","Alberto Alcolumbre (MCP)","Macapá, Brasil, Alberto Alcolumbre (MCP)","MCP","Macapá","Brasil","MCP","Amapá"
"Zumbi dos Palmares","Zumbi dos Palmares (MCZ)","Maceió, Brasil, Zumbi dos Palmares (MCZ)","MCZ","Maceió","Brasil","MCZ","Alagoas"
"Dane County Regional","Dane County Regional (MSN)","Madison, Estados Unidos, Dane County Regional (MSN)","MSN","Madison","Estados Unidos","MSN",""
"Madrás","Madrás (MAA)","Madrás, India, Madrás (MAA)","MAA","Madrás","India","MAA",""
"Adolfo Suárez Madrid-Barajas","Adolfo Suárez Madrid-Barajas (MAD)","Madrid, España, Adolfo Suárez Madrid-Barajas (MAD)","MAD","Madrid","España","MAD",""
"Seychelles","Seychelles (SEZ)","Mahe, Seychelles, Seychelles (SEZ)","SEZ","Mahe","Seychelles","SEZ",""
"Malabo","Malabo (SSG)","Malabo, Guinea Ecuatorial, Malabo (SSG)","SSG","Malabo","Guinea Ecuatorial","SSG",""
"Malaga","Malaga (AGP)","Málaga, España, Malaga (AGP)","AGP","Málaga","España","AGP",""
"Ibrahim Nasir","Ibrahim Nasir (MLE)","Malé, Maldivas, Ibrahim Nasir (MLE)","MLE","Malé","Maldivas","MLE",""
"Malta","Malta (MLA)","Malta, Malta, Malta (MLA)","MLA","Malta","Malta","MLA",""
"Augusto Cesar Sandino","Augusto Cesar Sandino (MGA)","Managua, Nicaragua, Augusto Cesar Sandino (MGA)","MGA","Managua","Nicaragua","MGA",""
"Eduardo Gomes","Eduardo Gomes (MAO)","Manaos, Brasil, Eduardo Gomes (MAO)","MAO","Manaos","Brasil","MAO","Amazonas"
"Manchester-Boston Regional","Manchester-Boston Regional (MHT)","Manchester, Estados Unidos, Manchester-Boston Regional (MHT)","MHT","Manchester","Estados Unidos","MHT",""
"Manchester","Manchester (MAN)","Manchester, Reino Unido, Manchester (MAN)","MAN","Manchester","Reino Unido","MAN",""
"Ninoy Aquino","Ninoy Aquino (MNL)","Manilla, Filipinas, Ninoy Aquino (MNL)","MNL","Manilla","Filipinas","MNL",""
"Manston","Manston (MSE)","Manston, Reino Unido, Manston (MSE)","MSE","Manston","Reino Unido","MSE",""
"Playa de Oro International Airport","Playa de Oro International Airport (ZLO)","Manzanillo, México, Playa de Oro International Airport (ZLO)","ZLO","Manzanillo","México","ZLO","Manzanillo"
"Manzini","Manzini (MTS)","Manzini, Suazilandia, Manzini (MTS)","MTS","Manzini","Suazilandia","MTS",""
"Maputo","Maputo (MPM)","Maputo, Mozambique, Maputo (MPM)","MPM","Maputo","Mozambique","MPM",""
"Astor Piazzolla","Astor Piazzolla (MDQ)","Mar del Plata, Argentina, Astor Piazzolla (MDQ)","MDQ","Mar del Plata","Argentina","MDQ",""
"Marabá","Marabá (MAB)","Marabá, Brasil, Marabá (MAB)","MAB","Marabá","Brasil","MAB","Pará"
"Aeropuerto La Chinita","Aeropuerto La Chinita (MAR)","Maracaibo, Venezuela, Aeropuerto La Chinita (MAR)","MAR","Maracaibo","Venezuela","MAR",""
"Sílvio Name Júnior Regional","Sílvio Name Júnior Regional (MGF)","Maringá, Brasil, Sílvio Name Júnior Regional (MGF)","MGF","Maringá","Brasil","MGF","Paraná"
"Sawyer","Sawyer (MQT)","Marquette, Estados Unidos, Sawyer (MQT)","MQT","Marquette","Estados Unidos","MQT",""
"Menara","Menara (RAK)","Marrakech, Marruecos, Menara (RAK)","RAK","Marrakech","Marruecos","RAK",""
"Marseille Provence","Marseille Provence (MRS)","Marsella, Francia, Marseille Provence (MRS)","MRS","Marsella","Francia","MRS",""
"Muscat","Muscat (MCT)","Mascate, Omán, Muscat (MCT)","MCT","Mascate","Omán","MCT",""
"Maseru","Maseru (MSU)","Maseru, Lesoto, Maseru (MSU)","MSU","Maseru","Lesoto","MSU",""
"Mashhad","Mashhad (MHD)","Mashhad, Irán, Mashhad (MHD)","MHD","Mashhad","Irán","MHD",""
"Mason City Municipal","Mason City Municipal (MCW)","Mason City, Estados Unidos, Mason City Municipal (MCW)","MCW","Mason City","Estados Unidos","MCW",""
"General Servando Canales","General Servando Canales (MAM)","Matamoros, México, General Servando Canales (MAM)","MAM","Matamoros","México","MAM",""
"Maun","Maun (MUB)","Maun, Botsuana, Maun (MUB)","MUB","Maun","Botsuana","MUB",""
"General Rafael Buelna","General Rafael Buelna (MZT)","Mazatlán, México, General Rafael Buelna (MZT)","MZT","Mazatlán","México","MZT",""
"Mbuji-mayi","Mbuji-mayi (MJM)","Mbuji-mayi, República Democrática del Congo, Mbuji-mayi (MJM)","MJM","Mbuji-mayi","República Democrática del Congo","MJM",""
"Mcallen-Miller","Mcallen-Miller (MFE)","McAllen, Estados Unidos, Mcallen-Miller (MFE)","MFE","McAllen","Estados Unidos","MFE",""
"Jose Maria Cordova","Jose Maria Cordova (MDE)","Medellín, Colombia, Jose Maria Cordova (MDE)","MDE","Medellín","Colombia","MDE",""
"Medford Rogue Valley","Medford Rogue Valley (MFR)","Medford, Estados Unidos, Medford Rogue Valley (MFR)","MFR","Medford","Estados Unidos","MFR",""
"Prince Mohammad Bin Abdulaziz","Prince Mohammad Bin Abdulaziz (MED)","Medina, Arabia Saudita, Prince Mohammad Bin Abdulaziz (MED)","MED","Medina","Arabia Saudita","MED",""
"Melbourne","Melbourne (MEL)","Melbourne, Australia, Melbourne (MEL)","MEL","Melbourne","Australia","MEL",""
"Melbourne Essendon","Melbourne Essendon (MEB)","Melbourne, Australia, Melbourne Essendon (MEB)","MEB","Melbourne","Australia","MEB",""
"Melbourne","Melbourne (MLB)","Melbourne, Estados Unidos, Melbourne (MLB)","MLB","Melbourne","Estados Unidos","MLB",""
"Melilla ","Melilla  (MLN)","Melilha , Espanha, Melilla  (MLN)","MLN","Melilha ","Espanha","MLN",""
"Memphis","Memphis (MEM)","Memphis, Estados Unidos, Memphis (MEM)","MEM","Memphis","Estados Unidos","MEM",""
"Governor Francisco Gabrielli","Governor Francisco Gabrielli (MDZ)","Mendoza, Argentina, Governor Francisco Gabrielli (MDZ)","MDZ","Mendoza","Argentina","MDZ",""
"Menongue","Menongue (SPP)","Menongue,  Angola, Menongue (SPP)","SPP","Menongue"," Angola","SPP",""
"Aeroporto Mahon","Aeroporto Mahon (MAH)","Menorca, Espanha, Aeroporto Mahon (MAH)","MAH","Menorca","Espanha","MAH",""
"Manuel Crescencio Rejón","Manuel Crescencio Rejón (MID)","Mérida, México, Manuel Crescencio Rejón (MID)","MID","Mérida","México","MID",""
"Key Field","Key Field (MEI)","Meridian, Estados Unidos, Key Field (MEI)","MEI","Meridian","Estados Unidos","MEI",""
"Metz-Nancy-Lorraine","Metz-Nancy-Lorraine (ETZ)","Metz/Nancy, Francia, Metz-Nancy-Lorraine (ETZ)","ETZ","Metz/Nancy","Francia","ETZ",""
"General Rodolfo Sánchez Taboada","General Rodolfo Sánchez Taboada (MXL)","Mexicali, México, General Rodolfo Sánchez Taboada (MXL)","MXL","Mexicali","México","MXL",""
"Miami","Miami (MIA)","Miami, Estados Unidos, Miami (MIA)","MIA","Miami","Estados Unidos","MIA",""
"Yangon","Yangon (RGN)","Mianmar, Birmania, Yangon (RGN)","RGN","Mianmar","Birmania","RGN",""
"Linate","Linate (LIN)","Milán, Italia, Linate (LIN)","LIN","Milán","Italia","LIN",""
"Malpensa","Malpensa (MXP)","Milán, Italia, Malpensa (MXP)","MXP","Milán","Italia","MXP",""
"Todos los Aeropuertos","Todos los Aeropuertos (MIL)","Milán, Italia, Todos los Aeropuertos (MIL)","MIL","Milán","Italia","MIL",""
"General Mitchell","General Mitchell (MKE)","Milwaukee, Estados Unidos, General Mitchell (MKE)","MKE","Milwaukee","Estados Unidos","MKE",""
"Minatitlán/Coatzacoalcos National","Minatitlán/Coatzacoalcos National (MTT)","Minatitlán, México, Minatitlán/Coatzacoalcos National (MTT)","MTT","Minatitlán","México","MTT",""
"Minneapolis-Saint Paul","Minneapolis-Saint Paul (MSP)","Minneapolis/ St. Paul, Estados Unidos, Minneapolis-Saint Paul (MSP)","MSP","Minneapolis/ St. Paul","Estados Unidos","MSP",""
"Minot","Minot (MOT)","Minot, Estados Unidos, Minot (MOT)","MOT","Minot","Estados Unidos","MOT",""
"MinskNational","MinskNational (MSQ)","Minsk, Bielorrusia, MinskNational (MSQ)","MSQ","Minsk","Bielorrusia","MSQ",""
"Missoula","Missoula (MSO)","Missoula, Estados Unidos, Missoula (MSO)","MSO","Missoula","Estados Unidos","MSO",""
"Mobile Regional","Mobile Regional (MOB)","Mobile, Estados Unidos, Mobile Regional (MOB)","MOB","Mobile","Estados Unidos","MOB",""
"Quad City","Quad City (MLI)","Moline, Estados Unidos, Quad City (MLI)","MLI","Moline","Estados Unidos","MLI",""
"Mombasa","Mombasa (MBA)","Mombasa, Kenia, Mombasa (MBA)","MBA","Mombasa","Kenia","MBA",""
"Greater Moncton International Airport","Greater Moncton International Airport (YQM)","Moncton, Canadá, Greater Moncton International Airport (YQM)","YQM","Moncton","Canadá","YQM",""
"Monroe Regional","Monroe Regional (MLU)","Monroe, Estados Unidos, Monroe Regional (MLU)","MLU","Monroe","Estados Unidos","MLU",""
"Roberts","Roberts (MLW)","Monrovia, Liberia, Roberts (MLW)","MLW","Monrovia","Liberia","MLW",""
"Roberts","Roberts (ROB)","Monrovia, Liberia, Roberts (ROB)","ROB","Monrovia","Liberia","ROB",""
"MontJoli Airport","MontJoli Airport (YYY)","Mont Joli, Canadá, MontJoli Airport (YYY)","YYY","Mont Joli","Canadá","YYY",""
"Sangster","Sangster (MBJ)","Montego Bay, Jamaica, Sangster (MBJ)","MBJ","Montego Bay","Jamaica","MBJ",""
"General Mariano Escobedo","General Mariano Escobedo (MTY)","Monterrey, México, General Mariano Escobedo (MTY)","MTY","Monterrey","México","MTY",""
"Mário Ribeiro","Mário Ribeiro (MOC)","Montes Claros, Brasil, Mário Ribeiro (MOC)","MOC","Montes Claros","Brasil","MOC","Minas Gerais"
"Carrasco/Gal. Cesáreo L. Berisso","Carrasco/Gal. Cesáreo L. Berisso (MVD)","Montevideo, Uruguay, Carrasco/Gal. Cesáreo L. Berisso (MVD)","MVD","Montevideo","Uruguay","MVD",""
"Montgonery Dannely Field Regional","Montgonery Dannely Field Regional (MGM)","Montgomery, Estados Unidos, Montgonery Dannely Field Regional (MGM)","MGM","Montgomery","Estados Unidos","MGM",""
"Montpellier Mediterranee","Montpellier Mediterranee (MPL)","Montpellier, Francia, Montpellier Mediterranee (MPL)","MPL","Montpellier","Francia","MPL",""
"Pierre Elliott Trudeau","Pierre Elliott Trudeau (YUL)","Montreal, Canadá, Pierre Elliott Trudeau (YUL)","YUL","Montreal","Canadá","YUL",""
"Todos os Aeropuertos","Todos os Aeropuertos (YMQ)","Montreal, Canadá, Todos os Aeropuertos (YMQ)","YMQ","Montreal","Canadá","YMQ",""
"Montrose Regional","Montrose Regional (MTJ)","Montrose, Estados Unidos, Montrose Regional (MTJ)","MTJ","Montrose","Estados Unidos","MTJ",""
"General Francisco J. Mujica","General Francisco J. Mujica (MLM)","Morelia, México, General Francisco J. Mujica (MLM)","MLM","Morelia","México","MLM",""
"Moroni","Moroni (HAH)","Moroni, Archipiélago de las Comoras, Moroni (HAH)","HAH","Moroni","Archipiélago de las Comoras","HAH",""
"Vnukovo","Vnukovo (VKO)","Moscow, Russia, Vnukovo (VKO)","VKO","Moscow","Russia","VKO",""
"Domodedovo","Domodedovo (DME)","Moscú, Rusia, Domodedovo (DME)","DME","Moscú","Rusia","DME",""
"Sheremetyevo","Sheremetyevo (SVO)","Moscú, Rusia, Sheremetyevo (SVO)","SVO","Moscú","Rusia","SVO",""
"Todos los Aeropuertos","Todos los Aeropuertos (MOW)","Moscú, Rusia, Todos los Aeropuertos (MOW)","MOW","Moscú","Rusia","MOW",""
"Mosul International Airport","Mosul International Airport (OSM)","Mosul, Iraque, Mosul International Airport (OSM)","OSM","Mosul","Iraque","OSM","Província de Ninawa"
"Aeropuerto Mudanjiang","Aeropuerto Mudanjiang (MDG)","Mudanjiang, China, Aeropuerto Mudanjiang (MDG)","MDG","Mudanjiang","China","MDG",""
"Multan Airport","Multan Airport (MUX)","Multán, Pakistán, Multan Airport (MUX)","MUX","Multán","Pakistán","MUX",""
"Chhatrapati Shivaji","Chhatrapati Shivaji (BOM)","Mumbai, India, Chhatrapati Shivaji (BOM)","BOM","Mumbai","India","BOM",""
"Franz Josef Strauss","Franz Josef Strauss (MUC)","Munique, Alemania, Franz Josef Strauss (MUC)","MUC","Munique","Alemania","MUC",""
"Murcia-San Javier","Murcia-San Javier (MJV)","Murcia, Espanha, Murcia-San Javier (MJV)","MJV","Murcia","Espanha","MJV",""
"Northwest Alabama Regional","Northwest Alabama Regional (MSL)","Muscle Shoals, Estados Unidos, Northwest Alabama Regional (MSL)","MSL","Muscle Shoals","Estados Unidos","MSL",""
"Aeropuerto Mikonos","Aeropuerto Mikonos (JMK)","Mykonos, Grecia, Aeropuerto Mikonos (JMK)","JMK","Mykonos","Grecia","JMK",""
"Myrtle Beach","Myrtle Beach (MYR)","Myrtle Beach, Estados Unidos, Myrtle Beach (MYR)","MYR","Myrtle Beach","Estados Unidos","MYR",""
"N'Djamena","N'Djamena (NDJ)","N´Djamena, Chad, N'Djamena (NDJ)","NDJ","N´Djamena","Chad","NDJ",""
"Nadi","Nadi (NAN)","Nadi, Fiji, Nadi (NAN)","NAN","Nadi","Fiji","NAN",""
"Nador","Nador (NDR)","Nador, Marruecos, Nador (NDR)","NDR","Nador","Marruecos","NDR",""
"Nagasaki","Nagasaki (NGS)","Nagasaki, Japón, Nagasaki (NGS)","NGS","Nagasaki","Japón","NGS",""
"Nagoya Chubu Centrair","Nagoya Chubu Centrair (NGO)","Nagoya, Japón, Nagoya Chubu Centrair (NGO)","NGO","Nagoya","Japón","NGO",""
"Dr. Babasaheb Ambedkar International Airport","Dr. Babasaheb Ambedkar International Airport (NAG)","Nagpur, Índia, Dr. Babasaheb Ambedkar International Airport (NAG)","NAG","Nagpur","Índia","NAG","Maharashtra"
"Nagoya Chubu Centrair","Nagoya Chubu Centrair (NBO)","Nairobi, Kenia, Nagoya Chubu Centrair (NBO)","NBO","Nairobi","Kenia","NBO",""
"Najaf","Najaf (NJF)","Najaf, Irak, Najaf (NJF)","NJF","Najaf","Irak","NJF",""
"Namibe Airport","Namibe Airport (MSZ)","Namibe,  Angola, Namibe Airport (MSZ)","MSZ","Namibe"," Angola","MSZ",""
"Nampula","Nampula (APL)","Nampula, Mozambique, Nampula (APL)","APL","Nampula","Mozambique","APL",""
"Nanaimo Airport","Nanaimo Airport (YCD)","Nanaimo, Canadá, Nanaimo Airport (YCD)","YCD","Nanaimo","Canadá","YCD",""
"Aeropuerto Internacional Lukou","Aeropuerto Internacional Lukou (NKG)","Nanjing, China, Aeropuerto Internacional Lukou (NKG)","NKG","Nanjing","China","NKG",""
"Nanning Wuxu","Nanning Wuxu (NNG)","Nanning, China, Nanning Wuxu (NNG)","NNG","Nanning","China","NNG",""
"Nantes Atlantique","Nantes Atlantique (NTE)","Nantes, Francia, Nantes Atlantique (NTE)","NTE","Nantes","Francia","NTE",""
"Naples Capodichino","Naples Capodichino (NAP)","Nápoles, Italia, Naples Capodichino (NAP)","NAP","Nápoles","Italia","NAP",""
"Nashville","Nashville (BNA)","Nashville, Estados Unidos, Nashville (BNA)","BNA","Nashville","Estados Unidos","BNA",""
"Nassau","Nassau (NAS)","Nassau, Bahamas, Nassau (NAS)","NAS","Nassau","Bahamas","NAS",""
"Governador Aluízio Alves","Governador Aluízio Alves (NAT)","Natal, Brasil, Governador Aluízio Alves (NAT)","NAT","Natal","Brasil","NAT","Río Grande do Norte"
"Min. Victor Konder","Min. Victor Konder (NVT)","Navegantes, Brasil, Min. Victor Konder (NVT)","NVT","Navegantes","Brasil","NVT","Santa Catarina"
"Ndola","Ndola (NLA)","Ndola, Zambia, Ndola (NLA)","NLA","Ndola","Zambia","NLA",""
"Pres. Perón","Pres. Perón (NQN)","Neuquén, Argentina, Pres. Perón (NQN)","NQN","Neuquén","Argentina","NQN",""
"Kapadokya","Kapadokya (NAV)","Nevsehir, Turquía, Kapadokya (NAV)","NAV","Nevsehir","Turquía","NAV",""
"Craven County Regional","Craven County Regional (EWN)","New Bern, Estados Unidos, Craven County Regional (EWN)","EWN","New Bern","Estados Unidos","EWN",""
"Stewart","Stewart (SWF)","Newburgh, Estados Unidos, Stewart (SWF)","SWF","Newburgh","Estados Unidos","SWF",""
"Newcastle","Newcastle (NCL)","Newcastle, Reino Unido, Newcastle (NCL)","NCL","Newcastle","Reino Unido","NCL",""
"Newport News/Williamsburg","Newport News/Williamsburg (PHF)","Newport News, Estados Unidos, Newport News/Williamsburg (PHF)","PHF","Newport News","Estados Unidos","PHF",""
"Cam Ranh","Cam Ranh (CXR)","Nha Trang, Vietnam, Cam Ranh (CXR)","CXR","Nha Trang","Vietnam","CXR",""
"Diori Hamani","Diori Hamani (NIM)","Niamey, Niger, Diori Hamani (NIM)","NIM","Niamey","Niger","NIM",""
"Nice Côte d'Azur","Nice Côte d'Azur (NCE)","Nice, Francia, Nice Côte d'Azur (NCE)","NCE","Nice","Francia","NCE",""
"Aeropuerto Niigata","Aeropuerto Niigata (KIJ)","Niigata, Japón, Aeropuerto Niigata (KIJ)","KIJ","Niigata","Japón","KIJ",""
"Nis","Nis (INI)","Nis, Serbia, Nis (INI)","INI","Nis","Serbia","INI",""
"Norfolk","Norfolk (ORF)","Norfolk, Estados Unidos, Norfolk (ORF)","ORF","Norfolk","Estados Unidos","ORF",""
"North Bay/Jack Garland Airport","North Bay/Jack Garland Airport (YYB)","North Bay, Canadá, North Bay/Jack Garland Airport (YYB)","YYB","North Bay","Canadá","YYB",""
"Norwich","Norwich (NWI)","Norwich, Reino Unido, Norwich (NWI)","NWI","Norwich","Reino Unido","NWI",""
"Nosy-be","Nosy-be (NOS)","Nosy-be, Madagascar, Nosy-be (NOS)","NOS","Nosy-be","Madagascar","NOS",""
"Nouakchott","Nouakchott (NKC)","Nouakchott, República de Mauricio, Nouakchott (NKC)","NKC","Nouakchott","República de Mauricio","NKC",""
"La Tontouta","La Tontouta (NOU)","Noumea, Caledônia, La Tontouta (NOU)","NOU","Noumea","Caledônia","NOU",""
"Quetzalcóatl","Quetzalcóatl (NLD)","Novo Laredo, México, Quetzalcóatl (NLD)","NLD","Novo Laredo","México","NLD",""
"Indira Gandhi","Indira Gandhi (DEL)","Nueva Delhi, India, Indira Gandhi (DEL)","DEL","Nueva Delhi","India","DEL",""
"New Orleans Louis Armstrong","New Orleans Louis Armstrong (MSY)","Nueva Orleans, Estados Unidos, New Orleans Louis Armstrong (MSY)","MSY","Nueva Orleans","Estados Unidos","MSY",""
"John F. Kennedy","John F. Kennedy (JFK)","Nueva York, Estados Unidos, John F. Kennedy (JFK)","JFK","Nueva York","Estados Unidos","JFK",""
"New York La Guardia","New York La Guardia (LGA)","Nueva York, Estados Unidos, New York La Guardia (LGA)","LGA","Nueva York","Estados Unidos","LGA",""
"Newark Liberty","Newark Liberty (EWR)","Nueva York, Estados Unidos, Newark Liberty (EWR)","EWR","Nueva York","Estados Unidos","EWR",""
"Todos os Aeropuertos","Todos os Aeropuertos (NYC)","Nueva York, Estados Unidos, Todos os Aeropuertos (NYC)","NYC","Nueva York","Estados Unidos","NYC",""
"Nursultan Nazarbayev","Nursultan Nazarbayev (NQZ)","Nur-Sultã, Cazaquistão, Nursultan Nazarbayev (NQZ)","NQZ","Nur-Sultã","Cazaquistão","NQZ","Nur-Sultã"
"Nuremberg","Nuremberg (NUE)","Nuremberg, Alemania, Nuremberg (NUE)","NUE","Nuremberg","Alemania","NUE",""
"Oakland","Oakland (OAK)","Oakland, Estados Unidos, Oakland (OAK)","OAK","Oakland","Estados Unidos","OAK",""
"Xoxocotlán","Xoxocotlán (OAX)","Oaxaca, México, Xoxocotlán (OAX)","OAX","Oaxaca","México","OAX",""
"Odesa Intl","Odesa Intl (ODS)","Odesa, Ukraine, Odesa Intl (ODS)","ODS","Odesa","Ukraine","ODS",""
"Aeropuerto Oita","Aeropuerto Oita (OIT)","Oita, Japón, Aeropuerto Oita (OIT)","OIT","Oita","Japón","OIT",""
"Aeropuerto Okayama","Aeropuerto Okayama (OKJ)","Okayama, Japón, Aeropuerto Okayama (OKJ)","OKJ","Okayama","Japón","OKJ",""
"Naha Airport","Naha Airport (OKA)","Okinawa, Japón, Naha Airport (OKA)","OKA","Okinawa","Japón","OKA",""
"Oklahoma City Will Rogers","Oklahoma City Will Rogers (OKC)","Oklahoma, Estados Unidos, Oklahoma City Will Rogers (OKC)","OKC","Oklahoma","Estados Unidos","OKC",""
"Aeropuerto Costa Smeralda","Aeropuerto Costa Smeralda (OLB)","Olbia, Italia, Aeropuerto Costa Smeralda (OLB)","OLB","Olbia","Italia","OLB",""
"Omaha Eppley Airfield","Omaha Eppley Airfield (OMA)","Omaha, Estados Unidos, Omaha Eppley Airfield (OMA)","OMA","Omaha","Estados Unidos","OMA",""
"Ondjiva Pereira Airport","Ondjiva Pereira Airport (VPE)","Ondjiva,  Angola, Ondjiva Pereira Airport (VPE)","VPE","Ondjiva"," Angola","VPE",""
"Ontario - Los Angeles","Ontario - Los Angeles (ONT)","Ontario - Los Angeles, Estados Unidos, Ontario - Los Angeles (ONT)","ONT","Ontario - Los Angeles","Estados Unidos","ONT",""
"Es Senia","Es Senia (ORN)","Orán, Argelia, Es Senia (ORN)","ORN","Orán","Argelia","ORN",""
"Ordu Giresun Airport","Ordu Giresun Airport (OGU)","Ordu/Giresun, Turquia, Ordu Giresun Airport (OGU)","OGU","Ordu/Giresun","Turquia","OGU","Giresun"
"Orlando","Orlando (MCO)","Orlando, Estados Unidos, Orlando (MCO)","MCO","Orlando","Estados Unidos","MCO",""
"Aeropuerto Itami","Aeropuerto Itami (ITM)","Osaka, Japón, Aeropuerto Itami (ITM)","ITM","Osaka","Japón","ITM",""
"Todos los Aeropuertos","Todos los Aeropuertos (OSA)","Osaka, Japón, Todos los Aeropuertos (OSA)","OSA","Osaka","Japón","OSA",""
"Oslo Gardermoen","Oslo Gardermoen (OSL)","Oslo, Noruega, Oslo Gardermoen (OSL)","OSL","Oslo","Noruega","OSL",""
"Canal Bajo Carlos Hott Siebert","Canal Bajo Carlos Hott Siebert (ZOS)","Osorno, Chile, Canal Bajo Carlos Hott Siebert (ZOS)","ZOS","Osorno","Chile","ZOS",""
"Ottawa McDonald Cartier","Ottawa McDonald Cartier (YOW)","Ottawa, Canadá, Ottawa McDonald Cartier (YOW)","YOW","Ottawa","Canadá","YOW",""
"Oujda","Oujda (OUD)","Oujda, Marruecos, Oujda (OUD)","OUD","Oujda","Marruecos","OUD",""
"Koror","Koror (ROR)","Palaos, Palaos, Koror (ROR)","ROR","Palaos","Palaos","ROR",""
"Palermo-Punta Raisi","Palermo-Punta Raisi (PMO)","Palermo, Italia, Palermo-Punta Raisi (PMO)","PMO","Palermo","Italia","PMO",""
"West Palm Beach","West Palm Beach (PBI)","Palm Beach, Estados Unidos, West Palm Beach (PBI)","PBI","Palm Beach","Estados Unidos","PBI",""
"Palm Springs Municipal","Palm Springs Municipal (PSP)","Palm Springs, Estados Unidos, Palm Springs Municipal (PSP)","PSP","Palm Springs","Estados Unidos","PSP",""
